city,lat,lng,country,population,lat_rad,lng_rad,airport_id,own_airport,Linked
Zumpango del Río,17.65,-99.5,Mexico,24719.0,0.30805061297699915,-1.7366026057343582,[1791],0.0,False
Chkalov,40.2386,69.6967,Tajikistan,29800.0,0.7022960563929903,1.216436892774732,[6147],0.0,False
Un’goofaaru,5.6681,73.0302,Maldives,,0.0989270073322906,1.2746174433899626,[11354],0.0,False
Harper,4.3754,-7.7170000000000005,Liberia,32661.0,0.07636513609175989,-0.1346870583764024,[7429],0.0,False
Lambersart,50.65,3.025,France,27649.0,0.8840092661351279,0.05279620987282847,[10089],0.0,False
Périgueux,45.1929,0.7217,France,29966.0,0.7887649035245454,0.012596041211643077,[1279],0.0,False
Cramlington,55.082,-1.585,United Kingdom,29405.0,0.9613622585835166,-0.027663468644110126,[521],0.0,False
Ris-Orangis,48.6537,2.4161,France,29225.0,0.8491672582775651,0.042168900057435,[1386],0.0,False
Savigny-le-Temple,48.5841,2.5832,France,29984.0,0.8479525091181771,0.045085345237517525,[1384],0.0,False
Ban Bang Krang,13.8442,100.4612,Thailand,23010.0,0.24162687230459895,1.7533787105045275,[3157],0.0,False
Dagestanskiye Ogni,42.1167,48.2,Russia,29401.0,0.7350750850746958,0.8412486994612669,[2961],0.0,False
Mount Lebanon,40.3752,-80.0493,United States,32540.0,0.7046801761512146,-1.3971238489166968,[7495],0.0,False
Soledad de Doblado,19.0447,-96.4233,Mexico,27770.0,0.33239272005456405,-1.6829040606382484,[1854],0.0,False
Kendal,54.326,-2.745,United Kingdom,28586.0,0.9481675694384396,-0.04790928796724435,[516],0.0,False
North Providence,41.8616,-71.4575,United States,32459.0,0.7306227501528583,-1.247168650243848,[3781],0.0,False
Leticia,-4.215,-69.9411,Colombia,32450.0,-0.07356562797156099,-1.2207024774666062,[2728],1.0,False
Côte-Saint-Luc,45.4687,-73.6673,Canada,32448.0,0.7935785216015457,-1.2857369360544186,[146],0.0,False
Perry Barr,52.5249,-1.9042,United Kingdom,23652.0,0.9167324442807696,-0.03323455961647602,[469],0.0,False
Mandera,3.9167,41.8333,Kenya,30433.0,0.06835931081286191,0.7301288219745439,[8334],0.0,False
Lawndale,33.8884,-118.3531,United States,32389.0,0.5914641582328464,-2.065651274942101,[3508],0.0,False
Yverdon-les-Bains,46.7785,6.6408,Switzerland,30157.0,0.8164388441441675,0.11590382496643944,[6497],0.0,False
Franklin Square,40.7002,-73.6775,United States,32329.0,0.7103524962201961,-1.285914959638122,[3797],0.0,False
Spring Valley,41.1151,-74.0486,United States,32261.0,0.7175938672867206,-1.2923918764922728,[3589],0.0,False
Otumba,19.6969,-98.7547,Mexico,29873.0,0.3437757574360711,-1.723594666819244,[1832],0.0,False
Bangassou,4.737,22.819000000000003,Central African Republic,31453.0,0.08267624666697139,0.39826668201258597,[888],0.0,False
Cambuslang,55.818999999999996,-4.1671,United Kingdom,29690.0,0.9742253351707147,-0.0727296152598557,[8405],0.0,False
Chachapoyas,-6.2167,-77.85,Peru,32026.0,-0.10850188360873148,-1.3587388226775854,[2800],1.0,False
Darlaston,52.5708,-2.0457,United Kingdom,27821.0,0.917533550407435,-0.03570420050804799,[474],0.0,False
West Ham,51.5347,0.0077,United Kingdom,15551.0,0.8994501940275218,0.00013439035240356338,[503],0.0,False
College Park,38.996,-76.9337,United States,32163.0,0.6806085951077088,-1.3427463707415614,[3489],0.0,False
Rumbek,6.8,29.6833,South Sudan,32083.0,0.1186823891356144,0.5180713178572328,[1173],0.0,False
Szekszárd,46.3558,18.7039,Hungary,31795.0,0.8090613373959874,0.32644463796376744,[1493],0.0,False
Boende,-0.2196,20.86,Congo (Kinshasa),32091.0,-0.003832743037379547,0.3640756819660171,[11230],1.0,False
Álamo,20.9167,-97.675,Mexico,25159.0,0.3650652836518979,-1.7047503468854612,[1830],0.0,False
Niquelândia,-14.4696,-48.47,Brazil,27541.0,-0.2525421614465715,-0.8459610884416515,[7375],0.0,False
Rivas,11.4404,-85.82,Nicaragua,31941.0,0.19967264774515928,-1.4978415640615337,[11479],0.0,False
Rillieux-la-Pape,45.8214,4.8983,France,30012.0,0.7997342978733296,0.08549146275043824,[1346],0.0,False
Eastpointe,42.4657,-82.9461,United States,32081.0,0.7411662841641559,-1.4476825466884686,[3737],0.0,False
Acaraú,-2.8896,-40.12,Brazil,28389.0,-0.05043303406562815,-0.7002260959001251,[11209],0.0,False
Yerres,48.7171,2.4881,France,29029.0,0.8502737970233295,0.04342553711887092,[1386],0.0,False
Bourg-la-Reine,48.7796,2.3151,France,20667.0,0.8513646278058259,0.040406117512920725,[1386],0.0,False
Ulundi,-28.335,31.4161,South Africa,29132.0,-0.4945390435525933,0.5483143831357906,[864],1.0,False
Zug,47.1692,8.5164,Switzerland,30542.0,0.8232578455317092,0.1486392204168451,[1670],0.0,False
San Juan,9.9609,-84.0731,Costa Rica,24944.0,0.17385050146190315,-1.4673524073584443,[5848],0.0,False
Cuitzeo del Porvenir,19.9686,-101.1394,Mexico,28227.0,0.3485178170137397,-1.7652155334915534,[1821],0.0,False
Aix-les-Bains,45.6885,5.9153,France,29794.0,0.7974147552974292,0.10324146124322058,[1329],0.0,False
Navolato,24.7656,-107.7019,Mexico,28676.0,0.4322412612319077,-1.8797527656536808,[1792],0.0,False
Uniondale,40.7176,-73.5947,United States,31828.0,0.7106561835100431,-1.2844698270174708,[8034],0.0,False
Jérémie,18.6339,-74.1184,Haiti,30917.0,0.32522290748737137,-1.293610116310165,[5850],0.0,False
Rawson,-43.3,-65.1,Argentina,31787.0,-0.7557275661135446,-1.1362093430483085,[2490],0.0,False
Garfield,40.8791,-74.1085,United States,31802.0,0.7134748902520139,-1.2934373287142178,[3624],0.0,False
Sannois,48.9722,2.2578,France,26662.0,0.8547261319451671,0.039406043851527975,[4303],0.0,False
Oullins,45.715,4.8083,France,26273.0,0.7978772675492078,0.08392066642364335,[1346],0.0,False
El Salto,23.7823,-105.3585,Mexico,24241.0,0.41507943869704733,-1.8388527199624456,[1801],0.0,False
Shumerlya,55.5,46.4167,Russia,29553.0,0.9686577348568528,0.8101242429104519,[6162],0.0,False
Clifton,52.903999999999996,-1.177,United Kingdom,26835.0,0.9233489874750802,-0.02054252529597326,[5561],0.0,False
Dieppe,49.92,1.08,France,29080.0,0.8712683625955694,0.01884955592153876,[1372],0.0,False
Babati,-4.2117,35.7475,Tanzania,30975.0,-0.07350803210624518,0.623911574356673,[1181],0.0,False
Saint-Laurent-du-Var,43.668,7.188,France,28453.0,0.7621503777608838,0.1254542666333524,[1354],0.0,False
Wood Green,51.5981,-0.1149,United Kingdom,28453.0,0.9005567327732862,-0.0020053833105414852,[7722],0.0,False
Chon Buri,13.3611,100.985,Thailand,29961.0,0.2331951866882144,1.7625207451264735,[3885],0.0,False
Parkville,39.3832,-76.5519,United States,31633.0,0.6873665099714308,-1.3360827036574472,[9183],0.0,False
Frome,51.2279,-2.3215,United Kingdom,26203.0,0.8940955238824031,-0.04051781858504836,[8323],0.0,False
Les Pavillons-sous-Bois,48.9,2.5,France,23962.0,0.8534660042252271,0.04363323129985824,[1380],0.0,False
Arcueil,48.8075,2.3361,France,21501.0,0.8518515746671323,0.040772636655839536,[1386],0.0,False
Smolyan,41.5753,24.7128,Bulgaria,31548.0,0.7256258725043985,0.4313197273868547,[1193],0.0,False
Pallisa,1.145,33.7094,Uganda,30745.0,0.019984019935335072,0.5883400188717766,[1189],0.0,False
Kaita,34.3722,132.5361,Japan,29431.0,0.599908061153995,2.3131913227524565,[8469],0.0,False
Alenquer,-1.9396,-54.79,Brazil,26290.0,-0.03385240617168202,-0.9562658971676932,[4092],0.0,False
Villiers-le-Bel,49.0094,2.3911,France,27676.0,0.8553753944269089,0.041732567744436413,[4303],0.0,False
Ipu,-4.3196,-40.7201,Brazil,26678.0,-0.07539124236914707,-0.710699816741343,[11209],0.0,False
Miracema,-21.41,-42.2,Brazil,26684.0,-0.373674992851986,-0.7365289443416071,[11146],0.0,False
Viana,-3.2096,-45.0,Brazil,26689.0,-0.05601808767201,-0.7853981633974483,[2616],0.0,False
Zaqatala,41.6336,46.6433,Azerbaijan,31300.0,0.7266433994583112,0.8140791589954712,[8776],1.0,False
Miami Lakes,25.9125,-80.3214,United States,31367.0,0.4522584424230306,-1.4018728898113733,[3791],0.0,False
San Fernando,24.8504,-98.16,Mexico,29171.0,0.4337213004375989,-1.713215193757634,[1818],0.0,False
İmişli,39.8697,48.06,Azerbaijan,31310.0,0.6958575367823833,0.8388052385084748,[7510],0.0,False
Montfermeil,48.9,2.5667,France,26783.0,0.8534660042252271,0.044797365910938455,[12640],0.0,False
Newton Abbot,50.528999999999996,-3.61,United Kingdom,25556.0,0.8818974177402148,-0.06300638599699529,[552],0.0,False
Péfki,38.0667,23.8,Greece,21415.0,0.6643892503689254,0.4153883619746505,[1487],0.0,False
Iporá,-16.45,-51.13,Brazil,28254.0,-0.2871066619530672,-0.8923868465447008,[2534],0.0,False
Contla,19.3333,-98.1667,Mexico,27610.0,0.3374297402758197,-1.7133321308175176,[1843],0.0,False
Hertford,51.795,-0.078,United Kingdom,26783.0,0.903993286070463,-0.001361356816555577,[10746],0.0,False
Břevnov,50.0833,14.3579,Czechia,26275.0,0.8741184852640761,0.25059262867209386,[1587],0.0,False
Oceanside,40.6328,-73.6364,United States,31185.0,0.7091761443043519,-1.2851976293155525,[13717],1.0,False
Pando,-34.7167,-55.9583,Uruguay,25949.0,-0.6059207204271154,-0.9766565788187428,[2816],0.0,False
Bègles,44.8086,-0.5478,France,28601.0,0.7820576032091311,-0.009560913642424935,[1264],0.0,False
Ridley,39.8854,-75.328,United States,31117.0,0.6961315534749463,-1.3147216189422886,[3752],0.0,False
Wete,-5.0567,39.7281,Tanzania,26450.0,-0.08825606428559726,0.6933861505615592,[1184],0.0,False
Mytilíni,39.1114,26.5621,Greece,29328.0,0.6826227050645103,0.4635961012439858,[1469],0.0,False
Udomlya,57.8833,35.0167,Russia,28119.0,1.0102541669196337,0.6111567081830984,[2986],0.0,False
Arendal,58.4617,8.7721,Norway,30916.0,1.020349151313169,0.1531020273141946,[638],0.0,False
Nebbi,2.4758,31.1025,Uganda,30354.0,0.04321086162087561,0.5428410306015363,[7450],0.0,False
Ashington,55.181000000000004,-1.568,United Kingdom,27764.0,0.963090134542991,-0.027366762671271087,[521],0.0,False
Santa Vitória do Palmar,-33.52,-53.37,Brazil,27775.0,-0.5850343652684993,-0.9314822217893736,[2603],0.0,False
Desnogorsk,54.1531,33.2903,Russia,27771.0,0.9451498951617412,0.5810253439766683,[12009],0.0,False
Menton,43.775,7.5,France,28958.0,0.7640178800605177,0.1308996938995747,[1354],0.0,False
Diffa,13.3171,12.6089,Niger,30988.0,0.2324272418173369,0.22006682005471306,[284],1.0,False
San Pablo,37.9628,-122.3425,United States,30990.0,0.6625758532761034,-2.1352794401211628,[9071],0.0,False
Rhyl,53.321000000000005,-3.48,United Kingdom,25149.0,0.9306270104558964,-0.06073745796940268,[519],0.0,False
Ungheni,47.2042,27.7958,Moldova,30804.0,0.8238687107699073,0.4851282282258398,[1734],0.0,False
Burlingame,37.586,-122.3669,United States,30889.0,0.6559994526545887,-2.1357053004586493,[3469],0.0,False
Trípoli,37.5083,22.375,Greece,30866.0,0.6546433318257889,0.3905174201337313,[1485],0.0,False
Čakovec,46.3833,16.4333,Croatia,30455.0,0.8095413029402858,0.28681519196798416,[1207],0.0,False
Guyancourt,48.7714,2.0739,France,28633.0,0.8512215108071625,0.0361963833571104,[1385],0.0,False
Soissons,49.3817,3.3236,France,28530.0,0.8618732552320839,0.05800776301928354,[8623],0.0,False
Longbridge,52.395,-1.979,United Kingdom,25410.0,0.9144652615824291,-0.034540065896967787,[469],0.0,False
Rainham,51.36,0.61,United Kingdom,25000.0,0.8964011038242876,0.010646508437165409,[8894],0.0,False
Pljevlja,43.3566,19.3502,Montenegro,30786.0,0.7567154224701735,0.3377247009194068,[1741],0.0,False
Ninomiya,35.2994,139.2553,Japan,27744.0,0.6160907539784863,2.43046348585246,[2350],0.0,False
Kuala Belait,4.5833,114.1833,Brunei,30267.0,0.07999367560665611,1.9928745357924411,[6458],0.0,False
Lobatse,-25.2167,25.6667,Botswana,29700.0,-0.4401144414876541,0.44796842312162855,[881],0.0,False
Conceição do Araguaia,-8.25,-49.29,Brazil,27115.0,-0.1439896632895322,-0.860272788308005,[2518],0.0,False
Bay Shore,40.7317,-73.2505,United States,30685.0,0.7109022749345743,-1.2784624037321064,[8034],0.0,False
Yate,51.5402,-2.411,United Kingdom,27603.0,0.8995461871363815,-0.04207988826558329,[553],0.0,False
Melton Mowbray,52.7661,-0.8859999999999999,United Kingdom,27158.0,0.92094217843658,-0.01546361717266976,[570],0.0,False
Krabi,8.0592,98.9189,Thailand,30499.0,0.14065957507672702,1.7264604974510187,[3174],1.0,False
Eaubonne,48.9922,2.2806,France,25097.0,0.8550751977955658,0.03980397892098268,[4303],0.0,False
Xalisco,21.4481,-104.9,Mexico,21899.0,0.3743399632969958,-1.830850385342052,[1802],0.0,False
Carouge,46.1817,6.1404,Switzerland,22336.0,0.8060227191682653,0.1071701973894598,[1665],0.0,False
Avellaneda,-34.6625,-58.3678,Argentina,24313.0,-0.6049747519725345,-1.0187102871455462,[2442],0.0,False
Kizuki,33.85,130.7,Japan,28002.0,0.5907939518000805,2.2811453323565885,[2302],0.0,False
Nova Cruz,-6.4696,-35.44,Brazil,23166.0,-0.11291582128702515,-0.6185446869067903,[13723],0.0,False
Boscombe,50.725,-1.84,United Kingdom,20719.0,0.8853182630741236,-0.032114058236695664,[494],0.0,False
Kętrzyn,54.0833,21.3833,Poland,27827.0,0.9439316553438492,0.3732089899417034,[11103],0.0,False
City of Orange,40.7682,-74.2348,United States,30466.0,0.7115393201115523,-1.2956416795594867,[3494],0.0,False
Salyan,39.5968,48.9837,Azerbaijan,30396.0,0.6910945332536907,0.8549268448091464,[8774],0.0,False
Portel,-1.95,-50.82,Brazil,21315.0,-0.034033920413889425,-0.8869763258635183,[7370],0.0,False
Barnstaple,51.08,-4.06,United Kingdom,24033.0,0.8915141819187035,-0.07086036763096977,[480],0.0,False
Sterling,39.0052,-77.405,United States,30403.0,0.6807691653988923,-1.3509721075062109,[7985],1.0,False
Heredia,9.9985,-84.1169,Costa Rica,22700.0,0.17450674526065305,-1.4681168615708182,[5848],0.0,False
Chichester,50.8365,-0.7792,United Kingdom,26795.0,0.8872643051900974,-0.013599605531539816,[10751],0.0,False
Newton Mearns,55.7716,-4.3347,United Kingdom,27660.0,0.9733980491052696,-0.0756547870861982,[8405],0.0,False
Jaynagar-Majilpur,22.1772,88.4258,India,25922.0,0.3870651588732865,1.5433213537100017,[3043],0.0,False
Chatan,26.32,127.7639,Japan,28270.0,0.4593706591249075,2.2299007201887835,[2386],0.0,False
Ladera Ranch,33.5491,-117.6416,United States,30288.0,0.5855422560808297,-2.0532332573141607,[4298],0.0,False
Jamay,20.2944,-102.7097,Mexico,24753.0,0.3542040997167372,-1.7926224387356198,[1857],0.0,False
Long Branch,40.2965,-73.9915,United States,30241.0,0.703306602029895,-1.2913952934893844,[8550],0.0,False
Santa Paula,34.3521,-119.0698,United States,30233.0,0.5995572499743441,-2.078160049691144,[11438],0.0,False
Colinas,-6.0395,-44.24,Brazil,25158.0,-0.10540916017419752,-0.7721336610822914,[11211],0.0,False
Banqiao,25.0143,121.4672,Taiwan,,0.4365818950816176,2.120002573178456,[2275],0.0,False
Westchester,25.7474,-80.3358,United States,30210.0,0.449376903827988,-1.4021242172236608,[3576],0.0,False
Mount Hagen,-5.8667,144.2167,Papua New Guinea,29765.0,-0.10239323122675133,2.5170562513609065,[3],1.0,False
San Carlos,37.4982,-122.26799999999999,United States,30185.0,0.6544670535713376,-2.133979169828427,[7683],1.0,False
Savanna-la-Mar,18.2167,-78.1333,Jamaica,30000.0,0.31794139384805103,-1.3636833404484856,[7302],0.0,False
Vicente López,-34.5333,-58.475,Argentina,22419.0,-0.6027197865789578,-1.0205812801036842,[2442],0.0,False
Bilston,52.566,-2.0728,United Kingdom,25576.0,0.9174497746033392,-0.03617718473533847,[474],0.0,False
Mutsamudu,-12.1667,44.4,Comoros,30000.0,-0.2123489741023941,0.7749261878854823,[914],0.0,False
Cahul,45.9075,28.1944,Moldova,30018.0,0.8012370263592968,0.4920851106242893,[11892],1.0,False
Felipe Carrillo Puerto,19.5786,-88.0453,Mexico,25744.0,0.34171103293096183,-1.5366803759061634,[1793],0.0,False
Golden Gate,26.1844,-81.7031,United States,30104.0,0.4570039926592032,-1.4259881040861793,[4012],0.0,False
Didcot,51.606,-1.2409999999999999,United Kingdom,26920.0,0.9006946137841937,-0.021659536017249632,[555],0.0,False
Ojinaga,29.5644,-104.4164,Mexico,28040.0,0.5159961213766115,-1.822409973079407,[1797],0.0,False
Shotley Bridge,54.87,-1.86,United Kingdom,27394.0,0.9576621605692884,-0.03246312408709453,[521],0.0,False
Stepney,51.5152,-0.0462,United Kingdom,16238.0,0.8991098548233829,-0.0008063421144213803,[503],0.0,False
Dübendorf,47.3981,8.6194,Switzerland,28002.0,0.8272529041895244,0.15043690954639924,[1669],0.0,False
Granja,-3.1195,-40.84,Brazil,25879.0,-0.05444554601596311,-0.7127924665144842,[11209],0.0,False
Billericay,51.628,0.4184,United Kingdom,27998.0,0.9010785862196324,0.0073024575903442735,[10747],0.0,False
Trujillo,15.9167,-86.0,Honduras,30000.0,0.27779882105218145,-1.5009831567151235,[1777],1.0,False
Moyale,3.5269999999999997,39.056,Kenya,24837.0,0.06155776271784001,0.6816557926589053,[8334],1.0,False
Limeil-Brévannes,48.7464,2.4883,France,27228.0,0.8507851784941639,0.0434290277773749,[1386],0.0,False
Treinta y Tres,-33.2308,-54.3822,Uruguay,25477.0,-0.5799868730717317,-0.9491484444780602,[11268],0.0,False
Stung Treng,13.5167,105.9667,Cambodia,29665.0,0.23591091900431754,1.8494678124730752,[3036],1.0,False
Bournville,52.4299,-1.9355,United Kingdom,25938.0,0.9150743814913752,-0.03378084767235025,[469],0.0,False
Rahway,40.6077,-74.2807,United States,29895.0,0.7087380666621014,-1.2964427856861518,[8550],0.0,False
Dietikon,47.4056,8.4039,Switzerland,26936.0,0.8273838038834239,0.14667572500835147,[1678],0.0,False
Leyton,51.5606,-0.0155,United Kingdom,14184.0,0.8999022343037884,-0.0002705260340591211,[503],0.0,False
Tralee,52.2675,-9.6962,Ireland,26384.0,0.9122399667861362,-0.16923061493187416,[601],0.0,False
Newton Aycliffe,54.62,-1.58,United Kingdom,26633.0,0.9532988374393028,-0.02757620218151041,[522],0.0,False
Rēzekne,56.5067,27.3308,Latvia,28174.0,0.9862279644366798,0.4770124472040662,[11799],0.0,False
Ban Krathum Lom,13.7482,100.3139,Thailand,24237.0,0.23995135622268446,1.75080784051634,[3157],0.0,False
Bussy-Saint-Georges,48.8422,2.6983,France,27379.0,0.8524572039175744,0.047094219206563,[12640],0.0,False
Walton upon Thames,51.3868,-0.4133,United Kingdom,22834.0,0.8968688520638222,-0.007213445798492564,[507],0.0,False
Eastleigh,50.9667,-1.35,United Kingdom,24011.0,0.8895367238761941,-0.02356194490192345,[495],0.0,False
Brunoy,48.6979,2.5044,France,25669.0,0.8499386938069465,0.04371002578694599,[1386],0.0,False
Kanchanaburi,14.0194,99.5311,Thailand,29581.0,0.24468468915409305,1.7371454031317282,[3158],0.0,False
Ağdaş,40.65,47.4833,Azerbaijan,29600.0,0.7094763409356949,0.8287399247122235,[8775],0.0,False
Doba,8.65,16.85,Chad,29597.0,0.15097098029750952,0.2940879789610445,[998],0.0,False
Bregenz,47.505,9.7492,Austria,28697.0,0.8291186611599063,0.1701556394354312,[6797],0.0,False
Suisun City,38.2473,-122.009,United States,29663.0,0.6675413149980273,-2.1294587670657616,[3449],0.0,False
Cheadle Hulme,53.3761,-2.1897,United Kingdom,26479.0,0.9315886868737452,-0.03821747463091984,[479],0.0,False
Nuwara Eliya,6.9667,80.7667,Sri Lanka,27500.0,0.12159185299868895,1.4096448409705042,[8949],0.0,False
Frontera,18.5336,-92.6469,Mexico,22795.0,0.32347234224762106,-1.6169934467659346,[1853],0.0,False
Katima Mulilo,-17.5039,24.275,Namibia,28699.0,-0.30550068693983545,0.42367867592162345,[6779],0.0,False
Hindley,53.5355,-2.5658,United Kingdom,25001.0,0.9343707417014244,-0.044781657947670514,[9860],0.0,False
Chalatenango,14.072000000000001,-89.094,El Salvador,29271.0,0.24560273234064206,-1.554983643771828,[1893],0.0,False
Mortsel,51.1703,4.4567,Belgium,26157.0,0.8930902142332544,0.07778408877363129,[299],0.0,False
Haverhill,52.08,0.44,United Kingdom,27041.0,0.9089674744386468,0.00767944870877505,[8813],0.0,False
Bắc Kạn,22.1333,105.8333,Vietnam,29227.0,0.3862989593316609,1.8471395432509143,[3198],0.0,False
Bačka Palanka,45.2506,19.3886,Serbia,29449.0,0.7897719585029459,0.3383949073521726,[13078],0.0,False
Armentières,50.6881,2.8811,France,24882.0,0.8846742365801378,0.05028468107920863,[10089],0.0,False
Nogales,18.8167,-97.1667,Mexico,21113.0,0.32841336936001697,-1.6958788382975742,[1827],1.0,False
Villeparisis,48.9503,2.6025,France,26322.0,0.8543439048389803,0.04542219378315242,[1382],0.0,False
Northfield,52.408,-1.963,United Kingdom,25707.0,0.9146921543851882,-0.034260813216648686,[469],0.0,False
Burntwood,52.6831,-1.92,United Kingdom,26049.0,0.9194935551574248,-0.033510321638291124,[9862],0.0,False
Westhoughton,53.549,-2.529,United Kingdom,24974.0,0.9346063611504436,-0.044139376782936585,[9860],0.0,False
Cenon,44.8578,-0.5317,France,24729.0,0.7829163052011123,-0.009279915632853849,[1264],0.0,False
Oak Park,42.4649,-83.1824,United States,29431.0,0.7411523215301401,-1.4518067597109312,[13436],0.0,False
Linden,6.0,-58.3,Guyana,29298.0,0.10471975511965978,-1.017526953912694,[2872],1.0,False
Rocha,-34.4833,-54.35,Uruguay,25422.0,-0.6018471219529606,-0.9485864484589182,[6070],0.0,False
Estoril,38.7057,-9.3977,Portugal,26399.0,0.6755419042891693,-0.16402080711467112,[1622],0.0,False
Santa Bárbara,14.9167,-88.2333,Honduras,29283.0,0.2603455285322382,-1.5399615948999128,[1772],0.0,False
Khorugh,37.4917,71.5575,Tajikistan,28098.0,0.6543536071699579,1.2489139794958424,[7563],0.0,False
Colonia del Sacramento,-34.4714,-57.8442,Uruguay,26231.0,-0.6016394277719733,-1.0095717431821039,[7123],0.0,False
Hillerød,55.9333,12.3167,Denmark,28313.0,0.9762202465057443,0.2149669679803856,[611],0.0,False
Kamphaeng Phet,16.4811,99.5222,Thailand,29178.0,0.28764945935043745,1.7369900688283006,[9233],0.0,False
Tulum,20.2119,-87.4658,Mexico,18233.0,0.3527642030838419,-1.5265661928908565,[1800],0.0,False
Cuerámaro,20.6258,-101.6739,Mexico,25610.0,0.3599881208578464,-1.7745443183434626,[1815],0.0,False
East Palo Alto,37.4671,-122.1352,United States,29314.0,0.6539242561739674,-2.131661372581778,[8864],0.0,False
Saint-Sébastien-sur-Loire,47.2081,-1.5014,France,26838.0,0.8239367786107351,-0.026204373389442863,[1418],0.0,False
Port Chester,41.0052,-73.668,United States,29163.0,0.7156757504387788,-1.2857491533591827,[3589],0.0,False
Samut Songkhram,13.4097,100.0017,Thailand,28493.0,0.2340434167046836,1.7453589225916135,[3158],0.0,False
West Falls Church,38.8648,-77.1878,United States,29154.0,0.6783187231290922,-1.347181252370879,[3520],0.0,False
Leigh-on-Sea,51.5425,0.6535,United Kingdom,22509.0,0.8995863297091773,0.011405726661782942,[508],0.0,False
Penonomé,8.51,-80.36,Panama,28766.0,0.14852751934471745,-1.4025465869026432,[10142],0.0,False
Armavir,40.15,44.04,Armenia,28800.0,0.7007496946757232,0.7686430025783028,[3964],0.0,False
Qahā,30.2833,31.2,Egypt,26694.0,0.5285432933691988,0.5445427266222308,[11810],0.0,False
Clydebank,55.8997,-4.4006,United Kingdom,25970.0,0.9756338158770744,-0.07680495906326246,[534],0.0,False
Taverny,49.0264,2.2275,France,26441.0,0.8556721003997481,0.038877209088173686,[4303],0.0,False
Sèvres,48.8239,2.2117,France,23507.0,0.8521378086644595,0.03860144706635859,[1388],0.0,False
Hunucmá,21.0153,-89.8744,Mexico,24910.0,0.3667861782943643,-1.5686041932543917,[1819],0.0,False
Vallauris,43.5805,7.0538,France,26672.0,0.7606232146653888,0.123112034777176,[1349],0.0,False
Villeneuve-la-Garenne,48.9372,2.3278,France,23771.0,0.8541152667069691,0.040627774327924,[1380],0.0,False
Buri Ram,14.9942,103.1022,Thailand,28613.0,0.26169815870253377,1.7994728560496975,[4133],1.0,False
Brétigny-sur-Orge,48.6114,2.3059,France,26528.0,0.8484289840039716,0.04024554722173724,[9400],0.0,False
Mons-en-Baroeul,50.6369,3.1103,France,20782.0,0.8837806280031166,0.05428497572477963,[10089],0.0,False
Ölgiy,48.9656,89.9632,Mongolia,28496.0,0.8546109402145354,1.5701540456301626,[7470],0.0,False
Dollis Hill,51.5641,-0.2341,United Kingdom,14425.0,0.8999633208276081,-0.004085815778918725,[7722],0.0,False
Wellington,52.7001,-2.5157,United Kingdom,25554.0,0.9197902611302636,-0.043907247992421336,[526],0.0,False
São Lourenço do Sul,-31.37,-51.98,Brazil,25340.0,-0.5475097863506212,-0.9072221451866525,[2603],0.0,False
Sucy-en-Brie,48.7697,2.5228,France,26472.0,0.8511918402098786,0.04403116636931295,[12640],0.0,False
Pimenta Bueno,-11.64,-61.21,Brazil,25762.0,-0.20315632493214,-1.068316035145729,[13491],1.0,False
Saint-Gratien,48.9719,2.2828,France,20682.0,0.8547208959574111,0.03984237616452655,[4303],0.0,False
Mendefera,14.8833,38.8167,Eritrea,28492.0,0.2597625885620721,0.6774792197588829,[3967],0.0,False
Consett,54.85,-1.83,United Kingdom,24828.0,0.9573130947188898,-0.031939525311496235,[521],0.0,False
Droylsden,53.4828,-2.1582,United Kingdom,22689.0,0.9334509531856232,-0.03766769591654162,[9860],0.0,False
Nutley,40.8192,-74.1571,United States,28493.0,0.7124294380300694,-1.294285558730687,[3624],0.0,False
Otjiwarongo,-20.4642,16.6528,Namibia,28249.0,-0.3571676687866236,0.2906461896761117,[13112],1.0,False
Vichy,46.1278,3.4267,France,24166.0,0.8050819867014404,0.059807197478089685,[1343],1.0,False
Shamokin,40.7883,-76.555,United States,28457.0,0.7118901312912032,-1.3361368088642591,[3795],0.0,False
Tapiales,-34.7058,-58.5047,Argentina,23586.0,-0.6057304795386481,-1.0210996428915264,[2448],0.0,False
Kočani,41.9167,22.4125,Macedonia,28330.0,0.7315844265707071,0.3911719186032291,[1737],0.0,False
Englewood,40.8917,-73.9736,United States,28402.0,0.7136948017377652,-1.2910828795532774,[3624],0.0,False
Mitú,1.2503,-70.235,Colombia,28382.0,0.021821851637685102,-1.2258320001382172,[2732],0.0,False
Pires do Rio,-17.2995,-48.28,Brazil,24822.0,-0.301933233948759,-0.8426449628628623,[4215],0.0,False
Lapa,-25.76,-49.73,Brazil,25621.0,-0.4495968153137393,-0.86795223701678,[2545],0.0,False
Balham,51.4434,-0.1525,United Kingdom,14751.0,0.8978567084204508,-0.002661627109291353,[7722],0.0,False
Harborne,52.46,-1.95,United Kingdom,23001.0,0.9155997255962252,-0.034033920413889425,[469],0.0,False
Shenley Brook End,52.00899999999999,-0.789,United Kingdom,25828.0,0.9077282906697308,-0.01377064779823526,[551],0.0,False
Winchester,36.1368,-115.1299,United States,28331.0,0.6307061411346869,-2.00939582249182,[13018],0.0,False
Ouésso,1.6167,16.05,Congo (Brazzaville),28320.0,0.028216738016992326,0.2801253449450899,[13447],0.0,False
Alençon,48.4306,0.0931,France,25848.0,0.8452734287163657,0.0016249015336067207,[1257],0.0,False
